,OMA_Groups,PANTHER8_LDO,InParanoidCore,Orthoinspector,RSD,Hieranoid_2,OMA_Pairs,EnsemblCompara_v2,Metaphors,InParanoid,EggNOG,PANTHER8_all
Q8NDZ6,,,,,,,,,,False,,
Q8NE01,False,False,,,,False,False,False,,True,False,False
Q8NE28,,True,,,,,,,,,,
Q8NE31,False,False,False,,False,,False,,,False,True,
Q8NE35,False,True,False,,True,False,False,True,,False,,
Q8NE63,False,False,False,,True,False,False,,,False,,
Q8NE65,True,True,True,True,True,True,True,,True,True,,
Q8NE71,True,True,,,,False,,,,True,,
Q8NE79,,,,,True,,,,,,,
Q8NE86,False,,False,,,,False,,,False,,
Q8NEA6,False,True,False,,,False,False,,,,,True
Q8NEA9,False,,False,,False,False,False,False,False,False,,
Q8NEB5,False,True,False,,,False,True,,,False,,
Q8NEB9,False,,,,,True,,,,,,
Q8NEC5,True,,,,,,True,,,,,
Q8NEE6,False,True,False,True,,,False,False,,True,True,False
Q8NEE8,False,False,False,False,,False,True,True,,True,True,
Q8NEF3,True,True,True,True,True,True,True,True,,True,True,True
Q8NEG0,,,,False,False,,,,,,,
Q8NEG7,False,,False,False,True,False,False,,False,False,,
Q8NEJ0,False,True,False,True,True,False,True,,,False,True,
Q8NEK5,True,True,True,True,True,,True,True,,True,,True
Q8NEK8,False,True,False,,,,False,,False,False,,
Q8NEL9,False,,True,,,,,,,False,,
Q8NEM0,False,,,,,False,False,,,,,
Q8NEM1,False,True,False,True,False,,True,False,True,False,,True
Q8NEM2,,,False,,,,,,,,True,
Q8NEM8,False,False,False,,,False,False,False,,False,False,
Q8NEP3,True,,,,,,True,,,,,
Q8NEP7,False,False,True,True,True,True,True,True,,True,True,
Q8NEP9,True,True,True,True,True,,True,True,,True,,True
Q8NER1,,True,False,,,,,,,False,,
Q8NES3,True,False,False,True,False,,True,False,,False,False,
Q8NET1,False,,,,,,,,,,,
Q8NET6,True,,False,,,,False,,,False,,
Q8NEU8,False,True,True,True,True,,False,True,True,False,True,
Q8NEV4,True,True,True,True,True,True,True,,,True,True,
Q8NEW0,True,True,,,,True,,,,True,True,
Q8NEX5,True,True,True,,,True,True,,,True,,
Q8NEX9,False,True,True,,,,True,,,True,True,
Q8NEY3,False,,False,,,False,False,,False,False,,
Q8NEY4,,True,False,,,,False,,,False,,
Q8NF37,,,,,,,,,,False,,
Q8NF50,,False,False,,,,False,,,False,,
Q8NF64,False,False,False,,,False,False,,,False,,
Q8NF86,False,True,True,False,True,,True,True,True,True,,
Q8NF99,True,True,True,True,True,,True,True,True,True,,True
Q8NFA0,True,False,True,,,True,True,,,True,,
Q8NFA2,True,True,True,True,False,True,True,,,True,True,True
Q8NFB2,False,False,False,False,False,False,False,False,,False,,False
Q8NFC6,True,True,,,True,True,,,,,,
Q8NFD2,True,True,True,True,,,True,True,True,True,True,
Q8NFD5,False,,True,,,,False,,,False,,
Q8NFH3,True,True,True,True,True,True,True,True,True,True,True,True
Q8NFH8,False,,False,False,False,False,False,,True,False,True,
Q8NFI4,False,,,True,True,True,,True,,,False,True
Q8NFJ6,,True,True,,,,True,,,False,,
Q8NFJ8,False,,,,,True,,,,,,
Q8NFL0,False,False,False,True,True,,True,False,,False,False,
Q8NFM4,False,False,False,False,False,,False,False,,False,False,
Q8NFP4,True,,True,True,True,True,True,,,True,,
Q8NFP7,,,False,,,,,,,False,False,
Q8NFP9,False,False,False,,False,,False,,False,False,,
Q8NFQ5,True,True,True,True,True,True,True,,,False,,
Q8NFQ6,True,True,True,,True,True,True,,,False,,
Q8NFR3,True,,False,True,,,True,,,True,True,
Q8NFR9,True,,True,True,True,True,True,,True,True,True,
Q8NFT2,False,False,False,False,,,False,False,False,False,False,
Q8NFT6,False,False,,,,False,False,False,,False,,
Q8NFT8,False,True,False,True,True,,True,True,,False,False,True
Q8NFU0,,,False,False,,,,True,,False,,
Q8NFU1,False,True,,,,,True,,,False,,
Q8NFU5,False,True,False,True,True,False,False,,True,False,True,
Q8NFU7,False,False,True,,,,False,,,False,,
Q8NFV4,,,,,,True,,,,,,
Q8NFV5,,,,True,,,,,,,True,True
Q8NFW1,False,False,False,True,True,,False,,False,True,True,
Q8NFW5,False,True,True,False,True,True,True,,True,True,False,
Q8NFY4,False,,True,True,True,True,False,,True,False,True,
Q8NFZ3,False,False,,False,False,,False,,,,,
Q8NFZ4,False,True,True,True,True,,False,True,,False,True,
Q8NFZ8,True,True,True,True,True,True,True,True,,True,True,True
Q8NG04,,True,True,,True,,,False,,False,True,
Q8NG06,True,True,,True,True,,True,True,,True,,
Q8NG11,,False,False,,True,,,,,False,False,
Q8NG27,False,False,,,,,False,,,,,
Q8NG57,,False,,False,,True,,,,,False,
Q8NG66,True,True,True,,False,,,,,True,,
Q8NG68,False,,,,,True,,,,,,
Q8NG75,True,,False,True,True,,True,,,False,,
Q8NG76,True,,,True,,,,True,True,,,
Q8NG77,True,True,,True,True,,,True,True,,,
Q8NG80,True,True,False,True,True,,,True,True,False,,
Q8NG84,True,True,False,True,True,,True,True,True,False,,
Q8NG85,True,,,False,True,,,False,,,,True
Q8NG92,True,True,True,,,,True,,,True,,
Q8NG94,,,,True,True,,,True,,,,
Q8NG95,True,True,False,True,True,,False,True,,False,,
Q8NG97,True,True,False,True,True,,True,True,True,False,,
Q8NG98,True,True,False,False,True,,True,False,True,False,,True
Q8NG99,True,True,,True,True,,,True,,False,,
Q8NGA0,True,True,False,True,True,,False,True,,False,,
Q8NGA5,True,True,False,True,True,,True,True,True,False,,
Q8NGA6,True,True,,True,True,,,True,True,False,,
Q8NGA8,True,False,,True,,,,True,,,,
Q8NGB2,True,False,True,True,True,,False,True,,True,,
Q8NGB6,,,,True,,,,True,,,,
Q8NGC0,True,True,False,True,True,,True,True,,False,,
Q8NGC1,,True,False,True,True,,,True,,False,,
Q8NGC2,True,False,False,,,,False,,,False,,
Q8NGC5,,True,False,True,True,,False,,True,False,,
Q8NGC8,False,False,False,False,True,False,True,False,True,False,,
Q8NGC9,True,True,False,True,True,,True,True,,False,,
Q8NGD0,True,False,False,True,True,,False,True,,False,,
Q8NGD1,False,False,False,False,True,,False,False,False,False,,False
Q8NGD5,True,False,False,True,True,,False,True,,False,,
Q8NGE0,True,True,False,True,True,,True,,,,,
Q8NGE1,True,True,False,True,True,,False,,,False,,
Q8NGE2,True,True,False,True,True,,False,,,False,,
Q8NGE3,True,False,False,False,True,,False,True,False,False,,True
Q8NGE5,True,True,False,True,True,,True,True,,False,,
Q8NGE8,True,False,False,False,False,,True,False,,False,,
Q8NGE9,True,True,False,True,True,,True,True,True,False,,
Q8NGF0,True,True,False,False,True,,True,,,False,,
Q8NGF1,,True,True,True,True,,True,,,True,,
Q8NGF3,True,True,True,,,,True,True,,True,,
Q8NGF4,True,True,False,,,,True,,,False,,
Q8NGF7,True,,False,True,True,,True,,,False,,
Q8NGF8,True,False,True,True,True,,False,,,True,,
Q8NGF9,True,False,False,True,True,,False,True,,False,,
Q8NGG0,True,True,False,True,True,,True,True,True,False,,
Q8NGG1,True,True,False,True,True,,True,True,True,False,,
Q8NGG2,True,True,False,True,True,,True,,True,False,,
Q8NGG3,True,True,False,True,True,,True,,,False,,
Q8NGG4,True,True,False,True,True,,True,,,False,,
Q8NGG5,True,True,False,True,True,,True,True,True,False,,
Q8NGG6,True,True,False,True,True,,True,True,,False,,
Q8NGG7,True,True,False,True,True,,True,True,True,False,,
Q8NGG8,True,True,False,True,True,,,True,,False,,
Q8NGH3,True,True,False,True,True,,True,,,False,,
Q8NGH5,True,True,True,True,True,,False,,,False,,
Q8NGH7,True,True,False,False,True,,True,True,,False,,
Q8NGH8,True,True,True,True,True,,False,,,False,,
Q8NGH9,,True,False,False,True,,True,,,False,,
Q8NGI0,,True,False,False,True,,True,True,,False,,
Q8NGI1,True,True,True,True,True,,False,,,False,,
Q8NGI2,True,True,False,False,True,,True,True,,False,,
Q8NGI3,True,,True,True,True,,False,,,False,,
Q8NGI4,True,False,False,True,True,,False,,True,False,,
Q8NGI6,True,False,False,,True,,False,,True,False,,
Q8NGI8,True,True,False,True,True,,True,True,,False,,
Q8NGI9,True,,False,True,True,,True,True,True,False,,
Q8NGJ0,,True,False,True,True,,True,True,,False,,
Q8NGJ1,True,False,False,True,True,,False,,,False,,
Q8NGJ2,,True,False,False,True,,True,,,False,,
Q8NGJ3,True,True,False,True,True,,False,,False,True,,
Q8NGJ4,,True,False,False,True,,True,,,False,,
Q8NGJ5,False,False,False,False,True,,False,False,False,False,,False
Q8NGJ6,True,True,True,True,True,,True,True,,True,,
Q8NGJ7,,,,True,,,,True,,,,
Q8NGJ8,True,True,True,True,True,,True,True,,True,,
Q8NGJ9,False,True,False,True,True,,False,,,False,,
Q8NGK0,True,True,True,,,,True,True,True,True,,
Q8NGK1,True,True,False,False,True,,True,True,True,False,,
Q8NGK2,True,True,False,False,True,,True,,,False,,
Q8NGK3,,True,False,False,True,,True,True,True,False,,
Q8NGK4,,,False,False,True,,True,True,,False,,
Q8NGK5,,True,,,,,,,,,,
Q8NGK6,,False,,,True,,,,,,,
Q8NGK9,,,True,,True,,True,,False,False,,
Q8NGL0,True,True,False,True,True,,True,True,,False,,
Q8NGL1,False,,,,,,,True,False,False,,
Q8NGL2,True,True,False,True,True,,True,True,,False,,
Q8NGL6,True,False,False,True,True,,False,True,,False,,
Q8NGL9,False,,False,False,False,False,True,False,False,False,,
Q8NGM8,True,True,False,,,,False,,,False,,
Q8NGM9,,True,False,True,True,,True,True,,False,,
Q8NGN0,True,False,False,True,True,,False,,,False,,
Q8NGN1,True,,False,True,True,,False,,,,,
Q8NGN3,False,,,False,False,,,False,,,,
Q8NGN4,False,False,False,False,False,,False,False,,False,,
Q8NGN5,True,True,False,,True,,False,,,False,,
Q8NGN6,False,False,False,False,False,,False,False,,False,,
Q8NGN8,True,,,True,True,,,,,,,
Q8NGP0,True,False,True,True,True,,False,True,,True,,
Q8NGP2,True,True,False,True,True,,True,True,True,False,,
Q8NGP3,True,True,False,True,True,,True,True,True,False,,
Q8NGP4,True,True,False,True,True,,True,True,True,False,,
Q8NGP6,True,True,False,True,True,,True,True,True,False,,
Q8NGP8,True,True,False,True,True,,True,True,True,,,
Q8NGP9,True,True,False,,True,,True,True,,False,,
Q8NGQ1,True,True,False,True,True,,True,True,,False,,
Q8NGQ2,True,True,False,True,True,,True,,,False,,
Q8NGQ3,True,,,,True,,,,,False,,
Q8NGQ4,True,True,False,True,True,,True,True,True,False,,
Q8NGQ5,True,True,False,True,True,,True,True,True,False,,
Q8NGQ6,True,True,False,True,True,,True,True,,False,,
Q8NGR2,True,True,False,False,True,,,False,,False,,
Q8NGR3,,True,False,True,True,,True,,True,False,,
Q8NGR4,True,True,False,True,True,,True,True,,False,,
Q8NGR5,True,True,False,False,True,,,True,,False,,
Q8NGR8,,True,False,True,True,,True,,,False,,
Q8NGR9,True,True,False,True,True,,True,,,False,,
Q8NGS0,True,True,False,True,True,,True,,,False,,
Q8NGS1,,True,False,True,True,,True,,,False,,
Q8NGS2,True,True,False,False,True,,True,False,,False,,
Q8NGS3,True,True,False,True,True,,True,,,False,,
Q8NGS4,True,False,False,False,True,,False,True,False,False,,
Q8NGS5,,True,False,True,True,,,,,False,,
Q8NGS6,True,True,False,True,True,,True,,True,False,,
Q8NGS7,,True,False,True,True,,True,,,False,,
Q8NGS8,,True,False,True,True,,True,,,False,,
Q8NGS9,,,False,True,True,,True,,,False,,
Q8NGT0,True,True,,True,True,,True,,,,,
Q8NGT1,True,True,False,True,True,,True,,,False,,
Q8NGT2,True,True,False,True,True,,True,,,False,,
Q8NGT5,True,True,,True,True,,False,,,,,
Q8NGT7,True,True,False,True,True,,True,True,,False,,
Q8NGU1,True,False,False,False,True,,True,True,True,False,,
Q8NGU2,False,False,True,True,True,,False,,,False,,
Q8NGU9,True,True,True,True,True,False,True,,,True,,
Q8NGV0,True,True,False,True,True,,True,,True,False,,
Q8NGV6,True,True,False,True,True,,True,True,True,False,,
Q8NGV7,True,True,False,True,True,,True,True,True,False,,
Q8NGW1,True,True,,True,,,True,True,,,,
Q8NGW6,True,True,False,True,True,,False,True,,False,,
Q8NGX0,,True,False,True,True,,True,,,False,,
Q8NGX2,,,,True,True,,,True,True,,,
Q8NGX3,True,True,False,True,True,,True,True,,False,,
Q8NGX5,True,True,False,True,True,,True,True,,False,,
Q8NGX6,True,True,False,True,True,,True,True,,False,,
Q8NGX8,True,True,False,False,True,,True,False,True,False,,
Q8NGX9,True,True,False,True,True,,False,True,,False,,
Q8NGY0,True,True,False,True,True,,True,True,,False,,
Q8NGY1,True,True,False,True,True,,True,True,,False,,
Q8NGY2,True,True,False,True,True,,False,True,,False,,
Q8NGY3,True,False,False,False,True,,True,True,,False,,
Q8NGY5,True,False,False,False,True,,False,True,True,False,,
Q8NGY6,True,True,False,False,True,,True,True,,False,,
Q8NGY7,True,,False,False,True,,True,False,True,False,,
Q8NGY9,True,True,,True,True,,,True,True,False,,
Q8NGZ0,True,True,False,True,True,,True,True,True,False,,
Q8NGZ2,True,True,False,True,True,,True,,,False,,
Q8NGZ4,True,True,False,True,True,,True,,,False,,
Q8NGZ6,,True,False,True,True,,False,,True,False,,
Q8NGZ9,,True,False,True,True,,True,True,,False,,
Q8NH00,True,True,False,True,True,,True,True,True,False,,
Q8NH01,True,True,False,True,True,,True,True,True,False,,
Q8NH02,True,True,,True,True,,,True,,,,
Q8NH04,True,True,False,True,True,,True,True,,False,,
Q8NH06,,,True,,,,,,,,,
Q8NH08,True,True,False,True,True,,True,True,True,False,,
Q8NH09,False,,False,False,False,,False,False,,False,,
Q8NH16,False,False,,False,,False,False,False,True,False,,True
Q8NH18,True,,False,True,True,,True,True,,False,,
Q8NH19,,True,False,True,True,,True,,,False,,
Q8NH21,True,,,True,,,,True,,,,
Q8NH40,True,True,False,True,True,,False,,,False,,
Q8NH41,True,False,False,True,True,,False,True,,False,,
Q8NH42,True,False,False,True,True,,False,True,,False,,
Q8NH43,True,False,False,True,True,,False,True,,False,,
Q8NH48,True,True,False,True,True,,True,,,False,,
Q8NH49,True,False,False,True,True,,False,True,,False,,
Q8NH50,True,False,False,False,True,,False,True,False,False,,
Q8NH51,True,True,False,True,True,,True,True,True,False,,
Q8NH53,,True,True,True,True,,False,True,True,False,,
Q8NH54,True,True,True,True,,,False,,,False,,
Q8NH56,,True,False,False,,,True,True,,False,,
Q8NH57,,True,False,False,True,,,True,True,False,,
Q8NH59,True,True,True,True,True,,True,True,,True,,
Q8NH60,True,True,False,False,True,,True,,,False,,
Q8NH61,,True,False,False,True,,True,True,,False,,
Q8NH63,,True,True,True,True,,True,,,True,,
Q8NH64,True,True,True,True,True,,True,True,True,True,,
Q8NH67,,False,False,,,,,,,False,,
Q8NH69,True,True,False,True,True,,True,,,False,,
Q8NH70,True,,,True,True,,,True,,,,
Q8NH72,True,False,False,True,True,,False,True,,False,,
Q8NH73,True,False,False,True,True,,False,True,,False,,
Q8NH74,True,True,False,True,True,,True,True,,False,,
Q8NH76,True,True,True,True,True,,False,,,False,,
Q8NH77,True,True,,,True,,False,,,,,
Q8NH79,True,True,False,True,True,,True,,,False,,
Q8NH83,True,,,True,True,,True,True,,,,
Q8NH85,True,True,False,True,True,,True,True,,False,,
Q8NH89,True,True,False,True,True,,True,True,True,False,,
Q8NH90,True,True,False,True,True,,True,True,True,False,,
Q8NH92,True,True,False,True,True,,True,,,False,,
Q8NH94,,True,False,True,,,True,,,False,,
Q8NHA6,True,True,False,True,True,,True,,True,False,,
Q8NHA8,True,False,False,False,True,,False,True,False,False,,True
Q8NHB1,True,True,False,True,True,,True,True,True,False,,
Q8NHB7,True,True,False,True,True,,True,True,True,False,,
Q8NHB8,True,True,False,True,True,,True,True,True,False,,
Q8NHC4,True,True,False,True,True,,True,True,,False,,
Q8NHC5,True,True,,True,True,,,,,False,,
Q8NHC6,True,True,False,True,True,,True,,,False,,
Q8NHC7,True,True,False,True,True,,True,,,False,,
Q8NHE4,False,,False,False,False,False,False,False,True,False,False,
Q8NHG8,False,False,False,True,True,True,False,True,,False,True,
Q8NHH9,False,,False,,,,True,,,False,,
Q8NHJ0,,,,,,,,,,,,False
Q8NHJ6,True,,True,True,True,,True,True,,True,,
Q8NHM5,False,False,False,,False,False,False,,False,False,False,
Q8NHP1,True,False,False,,,,,,,False,,
Q8NHP6,False,True,False,True,True,False,True,False,,False,True,True
Q8NHP8,True,,False,,,,False,,,True,False,
Q8NHQ1,True,True,True,True,True,True,True,True,,True,True,True
Q8NHQ9,True,True,,True,True,False,True,,,True,True,
Q8NHS0,False,True,True,True,True,True,True,True,,True,True,
Q8NHS2,True,True,True,True,True,False,False,,,False,,
Q8NHS3,True,True,False,True,,True,True,True,,True,True,
Q8NHU0,True,False,,False,,,,,,,,
Q8NHU2,,,,,,,,,True,,,
Q8NHU3,False,True,True,False,,,,,,False,False,
Q8NHU6,,,True,,,,,,,,,
Q8NHV1,False,,True,,,,False,,,False,,
Q8NHV4,True,False,True,,,,,,,False,,
Q8NHV9,True,True,True,True,True,True,True,,True,True,True,
Q8NHW3,True,False,,,False,,False,,,False,,
Q8NHY0,True,True,True,,,,,False,,False,,
Q8NHY5,False,True,False,False,True,False,True,False,,False,,
Q8NHY6,True,True,True,True,True,,True,True,,True,,
Q8NHZ7,False,True,True,True,True,True,,,,,,
Q8NI08,True,,,,True,True,True,True,True,True,,
Q8NI17,True,True,True,True,True,True,True,True,True,True,,True
Q8NI27,False,,,False,True,True,True,,True,True,,
Q8NI29,False,False,True,True,,,False,,,False,,
Q8NI32,False,,False,,,,False,,,False,,
Q8NI35,True,True,True,True,True,,True,,,True,True,
Q8NI38,True,,True,True,True,True,True,True,,False,True,
Q8NI51,True,True,,,,True,True,,,True,,
Q8NI60,False,False,,,,False,True,,,True,,
Q8NI77,True,,,,,,True,,,True,,
Q8NI99,False,True,False,False,True,False,False,False,False,False,False,
Q8TA94,True,True,True,True,True,,True,,,True,,
Q8TAA1,True,,False,True,True,True,False,True,True,False,,
Q8TAA3,,,False,,True,False,,True,,True,,
Q8TAA5,,True,True,,,False,,,,False,True,
Q8TAA9,True,True,False,,,,False,,,False,,
Q8TAB3,True,,True,True,True,True,True,True,,False,True,
Q8TAC2,False,True,False,,,,False,,,False,,
Q8TAC9,False,True,False,True,True,,False,,,False,True,
Q8TAD1,True,False,,False,True,False,,,,,,
Q8TAD2,False,False,False,True,True,True,False,,True,True,False,
Q8TAD4,True,True,,,,True,True,,,True,True,
Q8TAD8,False,,,,,,True,,,,,
Q8TAE6,False,,False,False,True,False,False,False,,False,False,
Q8TAF7,True,True,True,True,True,,True,True,,True,,
Q8TAF8,True,True,False,,True,,True,False,,False,True,
Q8TAG5,True,,,,,,,,,,,
Q8TAG9,False,True,False,,True,False,False,,False,False,False,
Q8TAI7,,False,True,,,,True,,,False,True,
Q8TAK6,False,True,True,True,True,True,False,,,True,True,
Q8TAP4,True,True,False,,,,False,,,False,,
Q8TAQ2,False,False,False,,,,False,,,False,,
Q8TAQ5,False,True,False,True,False,,True,False,True,False,,True
Q8TAQ9,False,True,True,True,True,True,False,,,False,,
Q8TAU3,True,True,,True,True,,,True,,,,
Q8TAV0,True,True,True,,True,,True,,,False,,
Q8TAV3,True,False,False,False,True,,True,True,,False,,
Q8TAV4,,True,,,,,,,,True,True,
Q8TAW3,True,True,True,True,True,,True,,,True,,
Q8TAX0,True,True,True,True,,,True,True,True,True,True,True
Q8TAX9,True,True,True,True,True,True,True,,False,True,,
Q8TAY7,False,,True,True,True,True,True,,,False,True,
Q8TB05,False,False,True,,True,,False,,,False,True,False
Q8TB36,False,,False,True,,False,,,,False,,
Q8TB40,True,,True,,,True,True,True,,True,True,
Q8TB52,False,False,,,,,False,,,False,,False
Q8TB61,,,,,,,False,,,,,
Q8TB69,False,True,False,True,False,,False,False,True,False,,True
Q8TB72,False,,False,,,,False,,,False,,
Q8TB92,,True,,,,,True,,,True,,
Q8TBB0,False,False,True,True,,True,True,True,,True,True,
Q8TBB1,False,False,False,,False,True,True,,,False,False,
Q8TBB5,False,,False,,,False,False,True,False,False,True,
Q8TBB6,True,True,True,,,,True,,,False,True,
Q8TBC3,False,True,True,,,,True,,False,False,True,
Q8TBC4,True,,,,,,,,,,,
Q8TBE1,True,,False,True,True,,False,,,False,False,
Q8TBF2,False,,False,,,,,,,True,,
Q8TBF4,True,True,,,,,,,,,,
Q8TBG4,True,True,True,,,True,,,,True,,
Q8TBG9,False,True,True,,True,,False,,,False,,
Q8TBH0,False,False,False,False,True,,False,False,,False,False,
Q8TBJ4,True,True,True,True,False,True,False,,,False,True,
