,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB,Avg,HGT_flag
Q96JG8,0,1,3,1,3,15,16,13,3,15,15,20,19,9.538461538461538,False
Q63HQ2,4,5,7,6,9,4,4,5,7,7,9,5,6,6.0,False
Q9P2Q2,1,7,1,1,6,6,9,5,2,8,12,5,12,5.769230769230769,False
P13284,23,20,24,3,12,16,8,17,16,18,12,16,17,15.538461538461538,False
Q8WUT4,1,1,2,5,5,0,1,1,2,1,10,8,7,2.8333333333333335,False
O76095,6,4,6,9,6,6,4,4,8,6,6,5,7,5.923076923076923,False
Q9Y2D5,2,2,2,3,1,2,1,1,1,1,1,1,1,1.4615384615384615,False
Q5JTW2,21,7,2,1,20,18,5,2,21,2,20,17,1,10.538461538461538,False
O95294,3,4,5,5,5,23,8,19,18,19,7,12,16,11.076923076923077,False
Q9NQL9,1,0,1,1,21,5,7,4,1,6,21,1,3,2.727272727272727,False
Q8IYD2,1,1,1,2,3,0,1,1,22,44,24,15,45,12.307692307692308,False
O15481,0,0,2,0,1,12,14,1,10,14,12,21,20,8.23076923076923,False
Q9BVJ7,30,5,34,54,22,48,54,49,52,49,44,50,17,39.07692307692308,True
O00161,0,0,2,1,0,0,1,19,22,21,6,11,11,7.230769230769231,False
Q8NHS0,0,0,0,26,0,12,30,19,19,20,21,37,36,16.923076923076923,False
Q07352,4,20,3,4,11,20,12,15,9,30,11,16,20,12.083333333333334,False
Q86SQ7,8,8,2,7,1,5,5,5,7,4,1,5,51,4.833333333333333,False
P51957,52,53,2,7,18,46,19,17,18,1,43,17,48,26.23076923076923,True
Q5HYN5,1,1,1,1,1,1,1,0,1,25,20,11,4,3.5833333333333335,False
Q6ZSC3,5,2,2,2,5,2,1,2,2,2,5,11,5,2.9166666666666665,False
Q9Y3X0,8,9,5,4,4,8,9,9,8,8,10,8,15,7.5,False
Q15435,8,9,9,9,9,4,4,4,7,1,33,6,7,6.416666666666667,False
Q13795,11,13,15,13,29,10,8,10,6,21,29,8,9,14.0,False
O14733,4,4,5,21,5,4,3,18,7,19,33,7,7,8.666666666666666,False
Q7Z3Y9,1,1,0,1,0,0,1,0,30,4,20,5,3,3.0,False
Q9Y639,6,6,1,8,0,0,3,4,1,10,1,0,2,2.6666666666666665,False
P20815,0,0,14,27,0,53,19,3,15,13,55,43,44,22.0,False
P59990,0,4,0,1,0,2,1,2,5,28,0,2,54,3.75,False
O15379,12,45,43,37,4,18,22,34,35,1,23,30,36,26.153846153846153,True
Q9NQI0,5,5,4,30,43,48,4,46,6,20,43,42,44,26.153846153846153,True
Q3MIT2,18,17,25,24,18,14,13,14,19,15,18,18,19,17.846153846153847,False
Q02153,3,3,4,3,3,2,12,2,2,41,34,20,44,13.307692307692308,False
O75900,0,0,2,2,2,0,0,0,2,1,48,19,23,4.25,False
O43396,10,10,7,5,1,14,8,7,8,26,8,31,36,11.25,False
P30518,5,5,5,5,4,11,4,10,13,10,9,7,7,7.3076923076923075,False
Q96NL0,0,0,0,0,2,0,0,0,0,3,46,16,47,1.9090909090909092,False
Q8N1S5,41,45,47,39,32,29,37,32,27,28,32,36,38,35.61538461538461,True
O94854,1,1,30,1,1,18,16,16,5,53,1,1,51,11.833333333333334,False
ENSP00000383194,1,1,1,1,1,1,1,1,1,1,1,0,1,0.9230769230769231,False
Q96HP4,44,5,6,49,37,47,15,15,36,14,37,43,40,29.846153846153847,True
P28222,2,2,2,2,2,7,9,3,8,6,7,5,4,4.538461538461538,False
Q6UX65,7,6,6,9,12,6,3,2,13,5,12,16,25,8.083333333333334,False
A8MUU9,1,19,5,28,1,16,1,30,9,16,1,24,55,12.583333333333334,False
O60925,10,3,15,9,7,10,1,15,4,7,7,8,4,7.6923076923076925,False
O95810,3,4,2,2,3,3,3,2,3,4,3,28,31,2.909090909090909,False
Q96JY0,7,4,10,8,6,6,7,7,6,6,6,5,6,6.461538461538462,False
O75192,1,1,0,19,8,18,0,13,6,3,6,8,4,6.6923076923076925,False
Q9P109,1,1,2,2,1,1,7,7,49,21,43,20,48,15.615384615384615,False
Q8NAA6,1,1,1,1,1,0,1,0,1,0,1,1,1,0.7692307692307693,False
Q96FG2,24,16,19,24,21,23,22,15,22,23,21,19,14,20.23076923076923,False
ENSP00000255403,0,0,0,0,1,0,1,0,0,0,1,0,1,0.3076923076923077,False
Q8NAT4,0,0,0,0,1,0,1,0,0,0,1,1,1,0.38461538461538464,False
Q3T8J9,1,6,2,2,20,3,4,5,7,6,20,5,2,3.909090909090909,False
Q5TA31,1,1,0,0,0,1,1,1,1,1,47,0,1,0.6666666666666666,False
Q9H7M9,1,1,1,1,1,1,1,1,1,1,17,1,1,1.0,False
Q06828,1,1,1,1,1,1,0,1,46,2,19,5,6,3.25,False
P62328,2,1,1,1,0,5,1,1,1,5,0,13,17,2.5833333333333335,False
Q8NCK3,0,0,0,0,13,0,1,0,32,4,13,24,10,5.416666666666667,False
O14815,1,7,8,1,3,12,18,17,20,30,13,11,11,10.166666666666666,False
Q9NSG2,6,6,1,1,0,5,7,6,1,5,0,5,1,3.3846153846153846,False
Q7Z6J6,3,8,3,8,5,7,8,6,6,5,5,3,5,5.538461538461538,False
Q6ZTR5,9,9,2,2,30,27,4,26,2,24,30,25,26,16.615384615384617,False
Q8TDJ6,1,17,5,5,1,15,4,4,8,14,6,11,2,7.153846153846154,False
Q6ZTU2,2,2,5,4,13,8,1,16,3,1,27,11,2,5.666666666666667,False
Q5HYA8,20,19,24,20,19,16,19,16,18,17,19,17,19,18.25,False
Q9UK28,2,2,2,1,2,3,1,8,10,7,10,6,6,4.615384615384615,False
Q5VYY1,2,2,2,3,30,2,1,2,28,2,30,25,27,12.0,False
Q9Y467,4,4,2,13,4,3,4,10,10,9,22,9,11,6.916666666666667,False
Q32P44,2,11,2,9,2,2,2,5,6,25,19,16,46,8.416666666666666,False
P50120,1,2,1,2,2,2,3,2,1,5,4,6,1,2.4615384615384617,False
ENSP00000374569,1,1,1,1,2,9,2,1,5,9,12,8,4,4.3076923076923075,False
Q96A11,2,2,2,8,50,7,2,7,8,7,50,6,6,5.181818181818182,False
Q8N6Y1,0,0,1,1,1,0,0,0,4,1,42,3,4,1.25,False
Q15822,1,2,2,9,3,6,3,3,4,10,45,4,4,4.25,False
Q9P1Z2,0,23,4,24,4,4,4,10,11,10,4,20,48,9.833333333333334,False
Q86V20,4,3,2,0,0,8,10,9,3,9,0,10,10,5.230769230769231,False
P11473,2,1,1,1,1,1,12,7,5,1,3,3,6,2.6666666666666665,False
Q9NZD4,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07692307692307693,False
Q5MJ08,0,0,0,0,0,0,1,0,0,0,11,1,1,0.25,False
A0AVI4,2,3,4,3,3,2,2,2,2,2,3,2,2,2.4615384615384617,False
Q8N9K5,4,4,4,4,4,4,1,4,26,4,12,19,22,7.166666666666667,False
Q13405,16,5,5,5,12,14,5,5,20,5,12,13,14,10.076923076923077,False
Q69YI7,2,2,2,2,6,1,2,1,2,1,6,1,2,2.3076923076923075,False
P09234,9,11,15,16,6,4,6,6,8,3,6,8,1,7.615384615384615,False
O94989,5,4,1,5,4,4,5,12,9,11,6,13,19,6.583333333333333,False
Q96PP8,2,2,9,1,2,15,10,22,24,28,22,22,21,13.846153846153847,False
Q9NPZ5,1,24,7,7,1,22,3,22,21,19,20,16,19,14.0,False
Q6P050,8,8,1,1,2,2,2,2,1,2,41,2,1,2.6666666666666665,False
Q0VGL1,7,5,9,8,1,7,8,8,18,7,1,7,7,6.25,False
Q8IZP9,0,0,0,0,0,3,6,8,10,2,6,5,7,3.6153846153846154,False
Q5H9B9,0,0,0,3,1,0,10,10,0,9,1,26,4,3.1666666666666665,False
Q96J86,3,3,3,3,1,2,4,2,3,2,1,2,3,2.4615384615384617,False
P55103,0,0,0,0,5,11,3,9,10,7,5,6,6,4.769230769230769,False
Q8IY92,9,9,4,13,8,7,4,8,10,8,8,7,3,7.083333333333333,False
Q9Y5P0,2,4,2,0,1,2,1,2,5,7,1,2,5,2.25,False
Q9P246,2,23,3,3,18,0,1,4,5,5,18,3,4,5.5,False
Q96AG4,22,3,1,5,0,1,1,1,4,1,31,1,53,5.916666666666667,False
Q5SW96,5,6,1,9,5,5,10,5,4,5,5,4,5,4.916666666666667,False
Q7Z5L4,0,0,0,0,1,0,1,0,0,0,1,0,0,0.23076923076923078,False
O95081,2,25,2,27,2,28,22,1,28,28,23,23,17,17.53846153846154,False
Q8NGD3,1,1,1,1,1,1,1,2,8,2,1,4,11,2.0,False
P58512,0,0,0,0,1,0,1,0,0,0,1,1,1,0.38461538461538464,False
Q08ER8,0,0,0,0,2,0,1,0,28,3,6,18,22,4.333333333333333,False
Q06587,27,24,10,11,2,21,17,21,24,19,18,20,20,18.0,False
Q13007,0,0,0,0,0,0,4,0,0,4,1,2,2,1.0,False
Q9UII2,10,3,5,4,8,5,9,7,6,7,30,3,7,6.166666666666667,False
Q9BYT1,48,3,5,3,2,40,1,45,28,37,33,33,40,24.46153846153846,False
Q66K14,3,4,2,2,0,21,5,8,17,24,5,7,6,6.666666666666667,False
Q8NB16,5,6,4,5,3,5,8,4,21,4,41,20,21,8.833333333333334,False
Q96H15,1,3,2,3,1,2,1,1,1,4,8,3,4,2.1666666666666665,False
Q8IUA0,10,1,1,5,1,0,1,12,11,11,50,7,8,5.666666666666667,False
Q6P995,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,False
Q6ZMS7,0,0,0,0,2,2,1,0,27,4,8,0,2,1.5833333333333333,False
Q15468,6,6,0,0,7,4,6,5,7,5,7,0,7,4.615384615384615,False
Q96BH3,2,2,3,2,12,3,1,3,3,13,12,12,14,6.3076923076923075,False
ENSP00000410099,1,1,38,38,1,1,1,1,1,57,1,1,1,7.166666666666667,False
A6NIJ5,1,1,1,1,1,1,1,1,0,3,0,0,0,0.8461538461538461,False
Q9UFH2,7,29,12,12,5,23,24,24,23,1,24,24,25,17.923076923076923,False
Q9NYC9,11,26,5,5,2,26,19,21,21,1,23,20,22,15.538461538461538,False
Q96BR1,2,9,1,20,1,1,16,9,35,10,17,15,17,9.833333333333334,False
Q86UX2,1,1,1,1,1,1,1,1,0,22,43,50,48,13.153846153846153,False
Q9NVL1,0,1,0,1,0,0,1,0,0,7,6,18,5,1.75,False
Q8N6T7,14,13,16,42,1,37,12,41,14,15,25,40,40,23.846153846153847,False
P98169,0,0,4,2,0,2,6,9,23,23,8,10,15,7.846153846153846,False
Q2TBF2,3,22,4,3,15,13,20,15,4,16,15,6,6,10.923076923076923,False
Q9UNK9,1,7,2,2,16,22,16,16,19,20,40,14,19,12.833333333333334,False
P62805,4,10,1,12,1,1,33,1,1,28,1,27,25,11.153846153846153,False
Q9H628,1,2,2,3,4,6,1,6,3,13,19,24,27,7.0,False
P01848,4,3,5,5,1,2,1,2,3,3,1,2,2,2.6153846153846154,False
P48739,2,3,20,0,16,22,16,18,17,25,16,18,18,14.692307692307692,False
Q9H3U1,1,8,7,1,4,15,14,9,8,10,5,12,5,7.615384615384615,False
Q9GZW5,0,0,7,7,1,0,1,0,0,4,12,4,7,2.5833333333333335,False
Q9BPZ2,1,1,1,3,1,2,2,3,1,9,1,3,5,2.0,False
Q2M5E4,4,2,28,2,7,24,1,9,19,21,12,25,29,14.076923076923077,False
P49903,0,3,49,49,37,41,38,37,37,37,37,39,26,33.07692307692308,True
Q9UPP5,2,2,3,3,2,4,3,2,3,2,2,3,29,2.5833333333333335,False
Q96PG2,1,1,1,1,1,1,1,1,1,1,16,0,2,1.0,False
Q9UH03,2,14,12,17,1,16,7,11,9,16,7,10,6,9.846153846153847,False
Q5JUK9,0,0,0,0,0,0,1,0,0,3,3,0,3,0.7692307692307693,False
P40763,1,1,1,1,1,1,3,7,18,6,16,5,17,6.0,False
Q4L180,2,2,2,2,3,1,2,2,2,7,6,22,45,4.416666666666667,False
Q96LD4,1,1,1,1,1,4,6,1,27,2,48,22,5,6.0,False
Q6P047,10,10,11,11,1,5,1,10,10,10,1,10,10,7.6923076923076925,False
Q3KRA6,13,7,15,13,20,12,9,13,18,12,20,12,12,13.538461538461538,False
Q6NXE6,16,16,17,17,16,17,16,18,17,16,16,20,17,16.846153846153847,False
Q8NBN7,9,51,26,18,31,46,4,26,40,42,25,48,4,28.46153846153846,True
Q9H3F6,2,4,5,7,17,3,2,2,16,6,17,15,17,8.692307692307692,False
Q9HBV2,0,0,0,0,3,0,1,0,0,0,3,0,0,0.5384615384615384,False
Q9ULE6,26,25,2,3,9,21,31,22,24,21,44,21,24,19.083333333333332,False
Q9NTK5,7,6,2,25,1,6,2,1,1,5,7,23,22,8.307692307692308,False
Q9NRY6,0,0,0,0,0,25,0,8,16,8,4,7,14,4.75,False
P01282,0,1,0,1,1,0,1,0,0,0,1,0,1,0.46153846153846156,False
Q8NGG0,0,1,0,0,0,1,1,1,5,2,3,0,1,1.1538461538461537,False
Q9NX65,0,0,0,0,1,0,1,0,27,5,1,6,20,2.8333333333333335,False
Q86YI8,7,7,2,1,20,7,2,6,6,6,20,5,0,4.454545454545454,False
P56537,3,2,3,3,2,1,1,1,1,2,2,3,1,1.9230769230769231,False
P46094,2,0,1,0,1,1,1,1,16,3,2,6,5,1.9166666666666667,False
Q9NY91,0,1,0,6,0,54,1,42,49,1,42,42,49,22.076923076923077,False
Q14142,0,0,3,3,1,0,1,0,24,0,49,5,5,3.5,False
O75317,0,2,20,1,7,15,5,5,11,20,5,7,8,8.153846153846153,False
Q96D53,3,25,23,54,7,36,31,34,7,34,29,32,33,26.76923076923077,True
P59190,9,4,4,5,26,9,8,9,4,25,51,16,16,11.25,False
F6Q468,1,1,1,1,0,0,1,1,1,0,16,0,0,0.5833333333333334,False
Q9Y2T1,0,5,0,0,0,0,1,4,2,3,7,1,4,1.6666666666666667,False
Q15080,20,4,4,5,3,2,2,2,2,2,3,17,18,6.461538461538462,False
Q07955,4,20,21,23,11,16,16,12,8,12,11,7,4,12.692307692307692,False
P27448,0,1,0,18,0,13,17,17,25,3,0,40,15,9.083333333333334,False
Q8N1W1,4,4,2,6,6,6,10,6,20,6,19,7,8,5.909090909090909,False
Q9NQG5,2,5,5,8,3,16,19,14,9,11,9,12,15,9.846153846153847,False
ENSP00000394661,0,0,1,1,0,0,1,0,11,10,0,0,1,0.36363636363636365,False
Q7Z794,2,2,2,2,2,2,1,2,29,3,21,6,9,4.5,False
Q9UK55,1,2,1,2,3,1,1,2,1,54,39,49,48,15.692307692307692,False
Q9Y561,0,0,0,0,0,0,5,5,5,4,18,1,5,2.0833333333333335,False
O95822,45,45,49,48,48,44,43,43,44,43,48,19,44,43.30769230769231,True
Q9NR48,18,9,4,4,0,21,12,15,4,22,27,5,10,11.615384615384615,False
O75027,34,7,34,30,32,29,7,29,7,23,32,31,33,25.23076923076923,True
Q8TEY7,2,2,2,28,2,1,8,4,18,19,16,19,23,11.076923076923077,False
O00330,50,49,6,46,6,44,14,37,5,32,27,43,15,28.76923076923077,True
P61160,8,8,7,8,6,12,7,7,12,7,11,6,7,8.153846153846153,False
P56693,2,1,2,2,2,18,7,4,24,8,14,4,6,5.833333333333333,False
Q6PF04,3,3,3,3,0,3,1,3,31,13,8,11,17,5.666666666666667,False
P31997,0,0,6,0,0,8,1,4,9,4,2,8,7,3.769230769230769,False
Q96IY4,2,2,1,1,1,2,8,41,10,49,29,37,37,16.923076923076923,False
Q9H165,1,7,2,2,4,5,1,2,4,6,16,1,4,3.25,False
O95271,2,7,6,2,1,21,22,4,18,1,14,2,45,8.333333333333334,False
Q9HCR9,7,45,26,1,8,48,24,21,20,17,41,22,22,23.23076923076923,False
O75437,0,0,1,0,0,0,1,0,28,1,1,10,16,2.5,False
P45954,39,37,14,39,14,36,32,36,14,25,27,39,12,28.0,True
Q5SRE7,35,5,11,10,30,31,4,4,6,4,30,6,34,16.153846153846153,False
P01215,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,False
A6NNF4,0,0,0,0,0,0,1,0,29,10,1,10,14,3.0,False
Q9Y3I1,21,6,1,21,6,21,6,6,20,20,6,20,18,13.23076923076923,False
Q96SE7,0,0,4,17,0,0,1,1,28,3,16,16,19,6.416666666666667,False
Q7LBE3,0,0,0,0,0,0,2,37,46,6,39,41,42,16.384615384615383,False
O15205,1,1,2,1,2,2,31,2,2,2,7,29,6,2.5454545454545454,False
Q9NVN8,14,16,6,18,3,15,3,8,4,20,17,27,9,12.307692307692308,False
O00300,2,2,2,1,7,7,2,2,2,7,7,17,23,4.833333333333333,False
Q2M2D7,1,1,1,1,10,1,15,1,12,26,10,16,22,9.0,False
Q7Z5Y7,2,2,11,9,7,10,5,6,9,7,7,5,6,6.615384615384615,False
O60880,1,2,1,1,1,1,1,1,8,1,5,6,7,2.769230769230769,False
P63133,1,1,29,1,1,8,5,5,7,6,59,25,25,9.5,False
Q9UNW8,1,3,3,3,3,3,3,3,3,2,8,2,4,3.1538461538461537,False
Q9GZS0,16,16,18,16,17,16,16,16,16,16,17,13,11,15.692307692307692,False
P55036,7,9,15,10,7,4,7,7,7,6,7,4,6,6.75,False
A6NHT5,6,7,1,1,21,8,8,5,17,9,21,5,6,8.846153846153847,False
Q9H1M0,16,16,0,0,1,26,11,28,36,20,1,13,17,14.23076923076923,False
P35869,3,3,0,0,1,1,2,1,4,4,3,4,6,2.4615384615384617,False
Q8IVF2,1,1,1,5,2,8,1,24,1,7,26,55,6,6.916666666666667,False
Q9C099,51,8,2,23,2,7,22,21,21,21,44,21,19,17.583333333333332,False
Q96RK1,2,2,2,12,4,1,1,1,2,2,4,3,4,2.3333333333333335,False
P43629,0,1,1,1,0,4,1,1,3,5,0,8,4,1.75,False
Q92729,4,4,4,4,3,2,6,4,9,1,11,12,22,5.333333333333333,False
O15235,20,21,49,41,18,18,4,18,17,17,18,20,24,19.666666666666668,False
Q8ND94,2,2,2,1,1,3,1,3,3,3,9,3,3,2.25,False
Q86WX3,2,1,4,4,4,2,4,1,3,2,4,2,3,2.769230769230769,False
Q15562,2,14,2,2,2,23,15,17,13,10,7,7,9,8.333333333333334,False
P08235,1,1,2,2,3,0,0,0,1,5,5,6,8,2.1666666666666665,False
P35913,21,21,21,20,21,20,20,21,24,24,39,18,22,21.083333333333332,False
Q9P232,1,1,10,1,3,10,1,5,5,1,7,3,4,4.0,False
O75689,2,7,6,9,13,20,18,14,5,24,13,17,22,13.076923076923077,False
P49641,1,23,1,20,1,8,15,16,17,21,36,18,17,13.166666666666666,False
P98161,10,36,5,6,5,31,37,32,5,1,7,46,52,21.0,False
Q9NZC3,45,47,6,22,19,32,20,36,29,45,17,31,19,28.307692307692307,True
P16403,2,0,13,3,1,3,1,8,12,21,6,17,17,8.0,False
P59923,30,30,1,1,1,1,1,1,29,0,6,8,8,9.0,False
Q3ZCQ8,15,14,4,10,10,9,6,6,8,14,10,13,12,10.076923076923077,False
Q96PM9,6,11,7,13,11,11,5,5,12,5,23,10,11,8.916666666666666,False
Q96M66,0,0,0,0,1,0,1,0,0,0,1,0,1,0.3076923076923077,False
Q8NBT3,15,16,9,17,20,14,15,13,16,13,20,16,17,15.461538461538462,False
Q16643,20,20,2,18,1,27,2,14,9,13,8,14,15,12.538461538461538,False
Q13434,1,1,16,1,1,27,16,16,21,17,10,16,19,12.461538461538462,False
P25445,0,0,5,5,0,1,7,3,3,3,8,7,2,3.3846153846153846,False
Q9NS73,4,6,0,0,6,16,5,5,18,5,31,3,5,6.083333333333333,False
Q6PIS1,3,2,3,3,3,2,2,54,38,41,37,37,37,20.153846153846153,False
Q9BZS9,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,False
Q14117,7,40,41,46,34,37,37,35,37,28,34,41,39,35.07692307692308,True
Q9H0U9,1,0,3,2,0,0,1,21,28,23,10,19,25,10.23076923076923,False
Q96QG7,1,1,2,3,2,1,2,9,6,5,7,10,9,4.461538461538462,False
Q9UI56,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,False
Q9Y547,10,10,10,10,4,27,27,27,28,27,4,27,28,18.384615384615383,False
Q5T9A4,1,7,35,20,0,15,13,17,16,15,13,18,43,14.166666666666666,False
P0C7X2,1,1,2,1,1,0,1,1,1,1,1,19,11,1.8333333333333333,False
P25325,1,39,47,1,25,38,35,22,8,42,25,26,30,26.076923076923077,True
O14529,2,18,2,2,2,18,13,11,6,8,5,10,20,9.0,False
Q6ZST8,0,0,0,0,1,0,1,0,0,0,1,0,1,0.3076923076923077,False
Q52LA3,6,8,10,9,8,7,7,7,7,7,8,6,7,7.461538461538462,False
Q8WUM9,1,34,13,22,21,33,9,19,27,14,18,10,9,17.692307692307693,False
P40126,2,2,3,2,2,3,1,51,4,7,40,13,49,13.76923076923077,False
Q9H2T7,4,3,33,4,3,30,17,19,21,27,16,17,17,16.23076923076923,False
Q96BW9,6,6,3,1,4,3,3,3,3,3,3,4,3,3.4615384615384617,False
Q9Y2G3,3,8,9,8,4,6,21,25,8,1,25,6,25,11.461538461538462,False
Q8IUC4,0,0,9,7,0,20,0,2,4,16,2,13,13,6.615384615384615,False
Q86X27,2,9,7,2,2,23,22,18,3,14,21,10,5,10.615384615384615,False
O15327,0,22,6,5,1,7,18,2,1,17,18,2,3,7.846153846153846,False
Q9NZW4,2,1,1,42,54,0,1,1,1,51,54,28,1,18.23076923076923,False
P03971,3,1,1,3,4,2,1,2,1,1,4,0,3,2.0,False
Q8WWZ7,0,52,7,2,1,48,47,20,33,24,14,42,35,25.0,True
Q14147,50,48,8,6,5,5,5,5,6,43,5,48,47,21.615384615384617,False
F2Z307,1,1,1,1,1,1,1,1,36,29,1,19,17,6.166666666666667,False
Q8NDA8,20,20,21,21,23,18,18,17,22,19,23,16,19,19.76923076923077,False
P60981,0,0,19,0,0,23,18,16,9,28,4,9,12,10.615384615384615,False
Q6PIJ6,1,1,1,1,0,1,1,1,1,1,0,0,1,0.7692307692307693,False
Q12891,2,2,1,2,1,0,0,6,6,7,7,5,6,3.4615384615384617,False
Q9NQT6,0,0,0,0,0,0,0,0,0,6,17,7,8,1.75,False
P0CG33,1,1,20,1,1,1,2,0,0,5,1,19,44,4.333333333333333,False
Q53RE8,48,20,21,47,0,18,18,18,39,24,17,39,50,27.615384615384617,True
Q504Q3,8,9,11,7,9,7,8,7,7,7,9,3,9,7.769230769230769,False
P52179,3,3,4,3,3,0,4,3,4,4,42,4,6,3.4166666666666665,False
O95455,29,29,37,31,24,19,23,18,25,25,22,28,34,26.46153846153846,True
Q7Z6K3,16,17,1,20,15,15,16,16,19,16,15,17,16,15.307692307692308,False
P40225,2,2,2,2,4,1,1,1,2,1,4,3,4,2.230769230769231,False
Q6NXP6,27,21,20,21,20,26,19,20,20,20,12,20,20,20.46153846153846,False
Q9BZR8,3,3,1,1,4,3,1,3,4,3,4,9,14,3.25,False
Q8WXE9,2,4,2,2,4,3,3,2,1,3,5,2,5,2.923076923076923,False
ENSP00000411377,1,1,33,3,1,1,1,1,1,35,1,1,1,1.1818181818181819,False
ENSP00000405981,1,1,1,1,1,9,22,26,1,1,1,23,33,9.307692307692308,False
Q8TD20,8,51,0,3,40,50,49,38,46,43,36,43,20,32.84615384615385,True
P49116,1,4,1,1,3,5,4,3,4,7,3,3,3,3.230769230769231,False
Q3SXM5,19,20,7,14,1,47,18,28,26,29,32,26,30,20.833333333333332,False
P13682,2,2,2,2,2,2,1,2,30,20,10,17,13,6.25,False
P0C671,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07692307692307693,False
A6NCC3,1,1,1,1,1,0,1,0,0,5,1,24,51,3.0,False
Q8N8M0,15,7,7,7,1,12,12,12,13,12,1,12,13,9.538461538461538,False
Q15614,4,3,2,3,3,2,1,2,6,4,4,1,5,3.076923076923077,False
P81133,1,6,1,7,2,1,5,2,1,3,2,3,5,3.0,False
Q7Z2G1,1,1,4,5,1,3,22,3,35,31,5,23,27,12.384615384615385,False
Q8N3I7,17,17,19,18,17,17,17,17,17,17,17,18,17,17.307692307692307,False
Q9P2J2,2,2,2,10,1,4,2,4,5,5,6,2,2,3.0833333333333335,False
Q8IVL6,2,3,2,3,22,26,1,9,7,9,22,4,5,8.846153846153847,False
Q2M2Z5,3,3,2,4,2,1,2,1,3,1,2,1,2,2.076923076923077,False
Q9Y2P0,0,0,0,0,0,0,1,0,28,13,22,17,18,7.615384615384615,False
Q9BU79,6,2,6,8,7,6,6,6,6,6,7,5,6,5.923076923076923,False
Q9Y2Q3,45,19,17,47,13,41,13,42,9,42,40,41,41,31.53846153846154,True
Q96G42,3,3,4,4,4,3,4,8,30,60,21,27,57,14.0,False
Q96JN8,5,5,8,5,5,5,3,5,5,5,20,4,5,5.0,False
P17707,10,8,13,11,6,6,7,5,5,7,5,5,6,6.75,False
Q07001,1,1,3,1,2,1,1,2,8,3,46,2,3,2.3333333333333335,False
P35610,0,13,3,6,0,15,15,11,13,15,4,6,8,8.384615384615385,False
Q99698,7,7,4,4,4,6,7,14,7,1,12,19,7,6.666666666666667,False
Q12767,18,18,5,5,19,16,16,14,17,16,19,2,4,13.0,False
Q86V40,5,6,3,5,11,12,9,7,12,10,11,54,55,8.272727272727273,False
P80365,0,0,1,1,0,18,0,44,33,38,0,43,46,17.23076923076923,False
P16499,3,3,2,2,1,2,2,3,25,25,39,21,24,9.416666666666666,False
Q8N1W2,3,3,3,11,3,20,8,8,25,9,6,11,19,8.666666666666666,False
Q6ZN68,0,0,0,0,1,0,18,1,21,26,19,5,6,7.461538461538462,False
Q9NZH7,1,1,1,1,2,1,1,1,1,3,2,2,4,1.6153846153846154,False
Q9NT31,0,0,0,0,1,0,1,0,0,0,1,1,1,0.38461538461538464,False
Q6ZRT6,0,0,2,4,2,1,1,2,2,2,2,2,2,1.6923076923076923,False
Q9P0P0,15,7,3,7,11,18,26,7,19,31,14,18,23,15.307692307692308,False
Q96LR2,2,2,5,3,1,2,4,1,3,2,1,2,4,2.4615384615384617,False
Q6ZNF0,49,19,9,21,43,41,7,12,45,18,42,15,14,25.76923076923077,True
Q5XKL5,14,14,2,2,2,19,11,10,14,9,29,22,12,10.916666666666666,False
Q8N8J2,0,1,0,1,1,0,1,0,0,0,1,1,1,0.5384615384615384,False
Q9Y4P3,20,21,22,23,1,19,19,19,21,21,1,43,46,21.23076923076923,False
Q03111,2,8,3,3,24,7,14,4,5,23,23,14,1,10.076923076923077,False
Q9NZM5,6,11,13,8,7,8,6,9,8,6,7,9,8,7.75,False
Q9NSB4,2,2,2,2,2,2,1,2,28,5,21,3,23,5.583333333333333,False
Q92796,4,4,4,4,4,4,8,8,10,1,9,14,23,6.166666666666667,False
A5PLL7,44,46,2,47,44,44,43,42,43,42,44,44,42,40.53846153846154,True
Q9BXA5,3,2,2,3,2,2,2,2,2,3,9,8,6,3.0833333333333335,False
P07205,2,3,53,0,0,57,24,7,5,37,7,14,20,17.615384615384617,False
P28331,24,24,40,33,24,20,26,21,34,23,19,20,19,23.916666666666668,False
Q86XT4,2,2,2,2,2,30,1,2,26,2,47,22,21,9.5,False
O95199,0,0,0,0,4,17,1,4,4,1,38,45,45,12.23076923076923,False
Q9C0I3,1,1,3,3,1,2,3,1,1,1,1,1,1,1.5384615384615385,False
P24071,2,2,2,2,2,2,1,2,6,3,3,5,5,2.8461538461538463,False
P56180,1,1,1,1,1,29,1,21,22,30,9,20,23,12.307692307692308,False
O95164,14,4,5,5,16,13,4,3,18,12,15,13,13,10.384615384615385,False
Q8TDU9,5,5,3,5,3,5,6,8,7,3,4,11,7,5.083333333333333,False
Q2NL82,3,3,7,6,2,2,2,2,3,15,2,5,5,3.5,False
